"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"IL2RB",1.10593629188784e-101,1.8863977480221,0.471,0.041,1.51668103069498e-97,"6","IL2RB"
"KLRF1",5.15357284533791e-98,1.39602316595194,0.271,0.008,7.06760980009641e-94,"6","KLRF1"
"S1PR5",6.82934006792699e-95,1.6444217812738,0.374,0.024,9.36575696915508e-91,"6","S1PR5"
"CD2471",8.42891445833098e-95,2.77149039835403,0.858,0.231,1.15594132881551e-90,"6","CD247"
"APMAP1",3.53375421765012e-94,2.03260608646153,0.626,0.091,4.84619053408538e-90,"6","APMAP"
"HOPX1",7.99449939298707e-87,2.4852830534925,0.658,0.117,1.09636564675425e-82,"6","HOPX"
"GPR56",4.01347168538159e-85,1.56606029660589,0.316,0.018,5.50407506933231e-81,"6","GPR56"
"MATK",6.82456545496254e-85,1.63718981331123,0.452,0.046,9.35920906493563e-81,"6","MATK"
"GZMM1",5.9775667100736e-84,2.22129842383758,0.806,0.209,8.19763498619494e-80,"6","GZMM"
"C1orf21",7.59531437181852e-81,1.41317918461975,0.297,0.017,1.04162141295119e-76,"6","C1orf21"
"PLEKHF1",4.62657210984219e-76,1.54881368189042,0.348,0.028,6.34488099143758e-72,"6","PLEKHF1"
"HLA-C1",9.60168601904774e-72,1.21681982436653,1,0.98,1.31677522065221e-67,"6","HLA-C"
"B2M2",1.08999901496032e-68,0.936812075011046,1,1,1.49482464911658e-64,"6","B2M"
"TBX21",2.6397513598888e-62,1.38980141918883,0.31,0.028,3.6201550149515e-58,"6","TBX21"
"PTGDR",1.33277356992823e-61,1.89096378305414,0.316,0.03,1.82776567379958e-57,"6","PTGDR"
"CD73",2.17360478821769e-61,1.93042213507682,0.865,0.337,2.98088160656175e-57,"6","CD7"
"HAVCR2",3.05672066297195e-61,1.82900439399795,0.31,0.03,4.19198671719973e-57,"6","HAVCR2"
"TPST21",3.85706064567931e-61,1.62192485009701,0.568,0.117,5.28957296948461e-57,"6","TPST2"
"HLA-A2",6.45599648889431e-56,1.12760889545382,1,0.963,8.85375358486966e-52,"6","HLA-A"
"PLAC81",1.32306655453894e-54,1.80726112340431,0.877,0.432,1.8144534728947e-50,"6","PLAC8"
"FCRL6",5.77055016597839e-51,1.24497528483802,0.252,0.022,7.91373249762277e-47,"6","FCRL6"
"HLA-B1",3.02114628009766e-47,0.949635960277718,1,0.945,4.14320000852593e-43,"6","HLA-B"
"ITGB23",1.31708815603858e-45,1.68720597009062,0.845,0.448,1.80625469719131e-41,"6","ITGB2"
"CTSC2",3.33343226315897e-45,1.44314729919374,0.697,0.241,4.57146900569621e-41,"6","CTSC"
"CD631",1.94713206560245e-44,1.69723482157485,0.748,0.32,2.67029691476721e-40,"6","CD63"
"NCR31",3.85454332836629e-44,1.44593587460823,0.406,0.075,5.28612072052153e-40,"6","NCR3"
"ID22",1.13171648134817e-43,1.5529384850906,0.819,0.36,1.55203598252088e-39,"6","ID2"
"UBB1",1.77359039539041e-42,1.29992371513851,0.955,0.772,2.43230186823841e-38,"6","UBB"
"C12orf751",4.93817386731599e-42,1.4731471828489,0.484,0.116,6.77221164163715e-38,"6","C12orf75"
"SRGN2",1.44774692123673e-40,1.25267520514735,0.923,0.579,1.98544012778406e-36,"6","SRGN"
"RHOC1",1.14848122465745e-38,1.31198789041013,0.568,0.164,1.57502715149523e-34,"6","RHOC"
"RARRES32",1.80132797929161e-35,1.32898476276283,0.806,0.451,2.47034119080051e-31,"6","RARRES3"
"ARPC5L1",3.77586935211252e-35,1.72397528481088,0.523,0.165,5.17822722948711e-31,"6","ARPC5L"
"PFN13",4.51646670254163e-35,0.936948496480103,0.994,0.942,6.19388243586559e-31,"6","PFN1"
"SAMD31",6.75209300982505e-35,1.75444142587672,0.413,0.099,9.25982035367407e-31,"6","SAMD3"
"CCL51",4.29740109731233e-34,1.76098703003386,0.697,0.293,5.89345586485413e-30,"6","CCL5"
"APOBEC3G1",1.43187772884505e-33,1.36249383250636,0.561,0.195,1.9636771173381e-29,"6","APOBEC3G"
"CD991",3.61483176990467e-33,1.24911769605156,0.819,0.487,4.95738028924727e-29,"6","CD99"
"RAP1B2",1.21790508975252e-32,1.25379167131751,0.71,0.342,1.67023504008661e-28,"6","RAP1B"
"CX3CR11",1.34776080744042e-32,1.25565986778215,0.316,0.062,1.84831917132379e-28,"6","CX3CR1"
"FCER1G2",1.75637358397799e-32,0.975731844620642,0.839,0.328,2.40869073306742e-28,"6","FCER1G"
"PTPRCAP2",3.7428546910776e-32,1.0168174364384,0.91,0.625,5.13295092334382e-28,"6","PTPRCAP"
"CHST121",5.82640575955761e-32,1.4862421196081,0.394,0.099,7.99033285865731e-28,"6","CHST12"
"EFHD22",6.57263150632745e-32,1.31223106579622,0.516,0.174,9.01370684777747e-28,"6","EFHD2"
"MYL12A2",2.3270265748333e-31,0.918850964778967,0.987,0.867,3.19128424472639e-27,"6","MYL12A"
"HLA-E1",2.60848776567667e-30,1.01688683500263,0.974,0.882,3.57728012184898e-26,"6","HLA-E"
"HCST1",3.89525698203499e-29,1.29395848621353,0.813,0.523,5.34195542516278e-25,"6","HCST"
"PLEK2",4.20054885446303e-29,1.38009812492357,0.471,0.151,5.76063269901059e-25,"6","PLEK"
"ZAP701",8.64326293958435e-29,1.33183705555801,0.426,0.126,1.1853370795346e-24,"6","ZAP70"
"CD300A1",1.00005476974942e-28,1.37998705932017,0.394,0.111,1.37147511123435e-24,"6","CD300A"
"CLIC13",3.97046999853941e-27,1.16601231040063,0.897,0.629,5.44510255599694e-23,"6","CLIC1"
"ASCL2",9.47564002304903e-27,1.11496848897206,0.265,0.053,1.29948927276094e-22,"6","ASCL2"
"IFITM12",1.67895329286809e-26,1.26540678773801,0.774,0.458,2.3025165458393e-22,"6","IFITM1"
"PDIA32",1.18742997693557e-25,1.18107374502871,0.632,0.32,1.62844147036944e-21,"6","PDIA3"
"ABHD17A",1.56968441449365e-25,1.09343588878774,0.252,0.05,2.15266520603659e-21,"6","ABHD17A"
"ALOX5AP1",1.80600844848359e-25,1.50662137239594,0.529,0.216,2.4767599862504e-21,"6","ALOX5AP"
"CCL31",2.73430733043961e-25,1.83679022720946,0.406,0.124,3.74982907296488e-21,"6","CCL3"
"AOAH1",3.08221497195062e-25,1.18694074338371,0.374,0.111,4.22694961253308e-21,"6","AOAH"
"IFITM21",4.20188932168617e-25,0.937601131086772,0.923,0.696,5.76247101576042e-21,"6","IFITM2"
"C5orf56",5.11918104133408e-25,1.21217257002487,0.374,0.109,7.02044488008556e-21,"6","C5orf56"
"BST22",1.66196815754555e-24,1.02361977183174,0.748,0.431,2.27922313125796e-20,"6","BST2"
"CFL11",2.83534334547929e-24,0.712845278092388,0.994,0.911,3.8883898639903e-20,"6","CFL1"
"PPP1R181",5.00029771004576e-24,1.28624176592631,0.574,0.267,6.85740827955676e-20,"6","PPP1R18"
"RAC2",1.37019764561871e-23,1.19703619063366,0.858,0.639,1.8790890512015e-19,"6","RAC2"
"XBP11",6.86594057662701e-23,1.47725730739366,0.574,0.268,9.41595090678629e-19,"6","XBP1"
"ABI31",1.20540283106805e-22,1.16534314582914,0.439,0.161,1.65308944252673e-18,"6","ABI3"
"TYROBP2",2.01332491682699e-22,0.39115643931945,0.897,0.366,2.76107379093653e-18,"6","TYROBP"
"MYO1F3",3.87955184478666e-22,1.23243083794454,0.516,0.22,5.32041739994043e-18,"6","MYO1F"
"ARL4C1",7.31159823089512e-22,1.18546399144378,0.465,0.182,1.00271258138496e-17,"6","ARL4C"
"CD532",1.6357086047348e-21,1.03675740827523,0.819,0.531,2.24321078053331e-17,"6","CD53"
"CALM12",1.6974390219931e-21,0.941422551959589,0.865,0.666,2.32786787476134e-17,"6","CALM1"
"UBE2F1",1.98797411504808e-21,1.02473885525126,0.368,0.12,2.72630770137694e-17,"6","UBE2F"
"LITAF1",2.22644644197352e-21,1.13569936809357,0.587,0.295,3.05334865052249e-17,"6","LITAF"
"DHRS71",4.67332778473277e-21,1.18273098931769,0.581,0.304,6.40900172398252e-17,"6","DHRS7"
"ARPC22",1.29228913836171e-19,0.721555044836939,0.923,0.795,1.77224532434925e-15,"6","ARPC2"
"CTSD2",5.70502422404744e-19,0.986683593335689,0.51,0.226,7.82387022085866e-15,"6","CTSD"
"SEPT71",8.10411874719344e-19,1.21052084975356,0.594,0.323,1.11139884499011e-14,"6","SEPT7"
"PSMB10",8.65976741923255e-19,1.10913321942222,0.606,0.34,1.18760050387355e-14,"6","PSMB10"
"TXNIP1",4.62613349264826e-18,0.806546453314897,0.871,0.752,6.34427947181782e-14,"6","TXNIP"
"SDF4",2.09553151645655e-17,1.03002536903852,0.329,0.114,2.87381192166852e-13,"6","SDF4"
"ANXA61",3.12416016958306e-17,0.903914375172489,0.542,0.28,4.2844732565662e-13,"6","ANXA6"
"UCP21",4.66454071979928e-17,0.946554812208567,0.761,0.549,6.39695114313273e-13,"6","UCP2"
"BIN21",9.98351241999279e-17,1.20827081939086,0.6,0.355,1.36913889327781e-12,"6","BIN2"
"CMC1",1.77696165362092e-16,0.933026452086325,0.271,0.082,2.43692521177573e-12,"6","CMC1"
"CYBA2",2.04387798037011e-16,0.636173841500675,0.961,0.84,2.80297426227957e-12,"6","CYBA"
"SERF22",3.60161340848154e-16,0.627991655958668,0.948,0.851,4.93925262839159e-12,"6","SERF2"
"GLIPR21",2.18910900362333e-15,0.988674444764549,0.445,0.211,3.00214408756904e-11,"6","GLIPR2"
"CCND31",2.53658227616556e-15,0.92852390952466,0.606,0.401,3.47866893353345e-11,"6","CCND3"
"C9orf1421",4.30510336504666e-15,0.980865118224923,0.465,0.228,5.90401875482498e-11,"6","C9orf142"
"ACTB2",6.92195801947771e-15,0.60180751168711,1,0.992,9.49277322791174e-11,"6","ACTB"
"PSME22",8.75691001245714e-15,0.843857836237405,0.748,0.542,1.20092263910837e-10,"6","PSME2"
"NDUFB2",2.72303717806345e-14,1.19349047517169,0.561,0.336,3.73437318599621e-10,"6","NDUFB2"
"LAMP1",4.15622215699589e-14,1.02889687805257,0.406,0.191,5.69984306610416e-10,"6","LAMP1"
"BZW1",5.36777127912812e-14,0.90453889669051,0.361,0.152,7.36136153219631e-10,"6","BZW1"
"IL2RG2",1.1504303978001e-13,0.963992025162608,0.645,0.428,1.57770024754306e-09,"6","IL2RG"
"PSME1",1.98458619340039e-13,0.581988392519627,0.852,0.731,2.7216615056293e-09,"6","PSME1"
"MYL62",2.10564420102929e-13,0.511974266221982,0.948,0.847,2.88768045729156e-09,"6","MYL6"
"BSG",2.65928974701241e-13,0.920457743049601,0.452,0.237,3.64694995905281e-09,"6","BSG"
"HSPA51",3.3862090949069e-13,0.921348535214697,0.4,0.188,4.64384715275532e-09,"6","HSPA5"
"DRAP11",5.07427273215115e-13,0.713753897561698,0.671,0.454,6.95885762487209e-09,"6","DRAP1"
"PRMT2",7.91782326501256e-13,1.02878343158245,0.413,0.206,1.08585028256382e-08,"6","PRMT2"
"CALR1",9.80993794885088e-13,1.00751554121874,0.477,0.268,1.34533489030541e-08,"6","CALR"
"ITGB7",1.10810114435163e-12,0.846617448450924,0.316,0.13,1.51964990936383e-08,"6","ITGB7"
"PSMB8",1.40432866083004e-12,0.915396590803996,0.665,0.447,1.92589632546232e-08,"6","PSMB8"
"DBI",1.55629727512285e-12,0.812274813948048,0.555,0.344,2.13430608310347e-08,"6","DBI"
"SELT1",3.04426188284228e-12,0.859888283498665,0.49,0.289,4.1749007461299e-08,"6","SELT"
"CD164",4.15124831527529e-12,0.956441020058715,0.529,0.333,5.69302193956853e-08,"6","CD164"
"PPIA1",1.84960888795235e-11,0.598348495794258,0.839,0.737,2.53655362893785e-07,"6","PPIA"
"CISD3",2.03943727763344e-11,0.963352874509186,0.29,0.118,2.79688428254649e-07,"6","CISD3"
"SH3BGRL33",2.45767657596556e-11,0.464139748283155,0.955,0.853,3.37045765627917e-07,"6","SH3BGRL3"
"PPP1CA1",3.06663720128733e-11,0.767510015420545,0.671,0.51,4.20558625784545e-07,"6","PPP1CA"
"ANXA12",3.13124943914485e-11,0.637748421153899,0.787,0.581,4.29419548084325e-07,"6","ANXA1"
"HNRNPA2B11",5.5209337560412e-11,0.885487520513263,0.735,0.631,7.5714085530349e-07,"6","HNRNPA2B1"
"JAK1",5.85001269538739e-11,0.843127092475662,0.374,0.189,8.02270741045427e-07,"6","JAK1"
"SUN21",8.87627136506471e-11,0.785941267270455,0.432,0.24,1.21729185500497e-06,"6","SUN2"
"MRPS6",1.52330646523412e-10,1.09195580872718,0.329,0.153,2.08906248642207e-06,"6","MRPS6"
"HNRNPA31",2.67739624606806e-10,0.646968512178717,0.503,0.3,3.67178121185773e-06,"6","HNRNPA3"
"ARL6IP1",2.70767349064739e-10,0.815505118938186,0.361,0.181,3.71330342507383e-06,"6","ARL6IP1"
"CAP12",2.92876044361032e-10,0.789818298475463,0.574,0.404,4.0165020723672e-06,"6","CAP1"
"SLC9A3R11",3.16962866669877e-10,1.13951204045277,0.323,0.154,4.34682875351069e-06,"6","SLC9A3R1"
"KLRG11",3.3378341123406e-10,0.945155781218578,0.265,0.106,4.5775057016639e-06,"6","KLRG1"
"GNG21",3.36109811721214e-10,0.909693094928441,0.271,0.116,4.60940995794472e-06,"6","GNG2"
"PRDX52",4.6982837319164e-10,0.707206218080759,0.523,0.344,6.44322630995015e-06,"6","PRDX5"
"PTGER2",6.64303449930739e-10,0.839618775629585,0.29,0.129,9.11025751235015e-06,"6","PTGER2"
"PRKCH",7.27676328125068e-10,0.781811914497012,0.271,0.118,9.97935316390718e-06,"6","PRKCH"
"MALAT12",1.0824751491571e-09,0.315668148884551,1,1,1.48450641955405e-05,"6","MALAT1"
"FLOT1",1.10245559864977e-09,0.788140368685621,0.258,0.106,1.5119076079883e-05,"6","FLOT1"
"YWHAQ2",1.93574753632341e-09,0.712682175853149,0.458,0.279,2.65468417131392e-05,"6","YWHAQ"
"ACTG12",3.12027136854886e-09,0.734389382124762,0.929,0.86,4.27914015482791e-05,"6","ACTG1"
"POLR2G",4.89508846711493e-09,0.685357177622155,0.406,0.234,6.71312432380142e-05,"6","POLR2G"
"FDPS",5.30238669128253e-09,0.725364911157615,0.277,0.128,7.27169310842486e-05,"6","FDPS"
"EIF3G",5.7486307102596e-09,0.648087229595949,0.684,0.571,7.88367215605002e-05,"6","EIF3G"
"SKAP1",6.74234074270096e-09,0.764266443859358,0.284,0.132,9.24644609454009e-05,"6","SKAP1"
"SYTL11",7.20464267621967e-09,0.776452114634984,0.316,0.16,9.88044696616766e-05,"6","SYTL1"
"TMED91",9.74572097680106e-09,0.722862883712135,0.413,0.243,0.00013365281747585,"6","TMED9"
"UBC2",9.94147923262498e-09,0.485217053520081,0.923,0.849,0.000136337446196219,"6","UBC"
"FGR2",1.08885336457271e-08,0.942226391888909,0.381,0.206,0.000149325350417501,"6","FGR"
"PSMC41",1.11642800818578e-08,1.16348742647551,0.316,0.159,0.000153106937042598,"6","PSMC4"
"LYAR1",1.22078049321777e-08,1.26913565874405,0.342,0.172,0.000167417836839885,"6","LYAR"
"MYL12B3",1.40392027663175e-08,0.444684410058403,0.813,0.694,0.000192533626737278,"6","MYL12B"
"ARPC4",2.35633463913617e-08,0.70706881322946,0.465,0.307,0.000323147732411134,"6","ARPC4"
"BTN3A21",2.87595486770341e-08,0.568301867789286,0.368,0.207,0.000394408450556845,"6","BTN3A2"
"PPIB1",2.98115134426109e-08,0.60281526455259,0.613,0.468,0.000408835095351965,"6","PPIB"
"RCN2",3.39996057791846e-08,0.679354839566392,0.265,0.124,0.000466270593655737,"6","RCN2"
"AES3",3.5417200806856e-08,0.610780750854438,0.671,0.482,0.000485711491865223,"6","AES"
"ENSA",4.11197025022701e-08,0.696585132210477,0.458,0.303,0.000563915600116132,"6","ENSA"
"HDDC2",4.90607949517985e-08,0.698299617890674,0.277,0.135,0.000672819741968964,"6","HDDC2"
"IRF1",6.71283611979115e-08,0.812171131273096,0.426,0.276,0.000920598345468158,"6","IRF1"
"DEF6",7.18433673364735e-08,1.14904603587319,0.29,0.148,0.000985259939652398,"6","DEF6"
"SCP2",7.53435619780174e-08,1.28306747888711,0.426,0.265,0.00103326160896653,"6","SCP2"
"TBCB1",8.31968068615919e-08,0.496017988522157,0.458,0.298,0.00114096100929987,"6","TBCB"
"SERPINB11",9.84602813182893e-08,0.539345296931218,0.516,0.356,0.00135028429799902,"6","SERPINB1"
"TMEM50A1",1.03205078836842e-07,0.474757847948273,0.419,0.257,0.00141535445116845,"6","TMEM50A"
"HSP90B11",1.13416272666931e-07,0.84321184598599,0.387,0.238,0.00155539076335429,"6","HSP90B1"
"RNF126",1.15474107652464e-07,0.724604260434923,0.297,0.153,0.0015836119123459,"6","RNF126"
"DSTN2",1.36936044667352e-07,0.672579611498595,0.335,0.19,0.00187794091656807,"6","DSTN"
"GIMAP73",1.62449625597106e-07,0.491250734486144,0.677,0.532,0.00222783416543871,"6","GIMAP7"
"FKBP11",1.65762328889735e-07,0.848849477423332,0.258,0.126,0.00227326457839382,"6","FKBP11"
"FAM49B1",2.03388842964561e-07,0.725943684308748,0.432,0.295,0.00278927459241599,"6","FAM49B"
"TBC1D10C",2.45907654205502e-07,0.676151287693393,0.445,0.293,0.00337237756977425,"6","TBC1D10C"
"OSTF11",2.73126782722195e-07,0.788180460378891,0.452,0.302,0.00374566069825219,"6","OSTF1"
"SDF2L1",3.0102124759575e-07,0.653760329895804,0.271,0.136,0.00412820538952811,"6","SDF2L1"
"FLNA2",3.14803117154288e-07,0.89310578794704,0.348,0.204,0.00431720994865391,"6","FLNA"
"TAP12",3.72158806260451e-07,0.656828919220616,0.368,0.224,0.00510378586905583,"6","TAP1"
"LCP12",4.19573467275748e-07,0.75497817866702,0.516,0.379,0.00575403053021961,"6","LCP1"
"ACTR3",4.28580197377348e-07,0.500211292121398,0.555,0.406,0.00587754882683296,"6","ACTR3"
"PSMB92",4.33531990088743e-07,0.555935054091051,0.697,0.579,0.00594545771207702,"6","PSMB9"
"OPTN1",4.40429788452396e-07,0.534803677499823,0.271,0.135,0.00604005411883616,"6","OPTN"
"CCDC107",4.7481328522628e-07,0.602537535143555,0.303,0.163,0.0065115893935932,"6","CCDC107"
"EVL2",6.82636455186147e-07,0.583119643570475,0.665,0.524,0.00936167634642282,"6","EVL"
"CD972",9.44624657485983e-07,0.688990192034251,0.361,0.217,0.0129545825527628,"6","CD97"
"ATP6AP21",9.45191147181558e-07,0.637339611983417,0.387,0.244,0.0129623513924479,"6","ATP6AP2"
"CDC42SE1",1.06052687753553e-06,0.61619863628553,0.348,0.211,0.0145440655985222,"6","CDC42SE1"
"SRI1",1.4993152977967e-06,0.569374659956729,0.4,0.259,0.0205616099939839,"6","SRI"
"TBCC",1.51464674876109e-06,0.540289013333402,0.284,0.152,0.0207718655125096,"6","TBCC"
"PSMB1",1.51912676504113e-06,0.589145393725662,0.587,0.46,0.0208333044557741,"6","PSMB1"
"EMP32",1.70480574916179e-06,0.521015320912809,0.839,0.728,0.0233797060440048,"6","EMP3"
"C19orf66",2.37682188267445e-06,0.652428879342943,0.29,0.162,0.0325957352989974,"6","C19orf66"
"RAB7A",2.44807339202447e-06,0.589542170421992,0.432,0.306,0.0335728784982237,"6","RAB7A"
"GOLGA7",2.45552307207742e-06,0.564337530356454,0.271,0.149,0.0336750434104698,"6","GOLGA7"
"RBM39",2.55754184087637e-06,0.510578024792062,0.477,0.346,0.0350741288057785,"6","RBM39"
"PSMD8",2.78747793272701e-06,0.535320103659175,0.432,0.292,0.0382274723694182,"6","PSMD8"
"HLA-F1",2.98473847107135e-06,0.953868414880841,0.452,0.325,0.0409327033922725,"6","HLA-F"
"MAP1LC3B",3.22078016776735e-06,0.587782147666961,0.374,0.244,0.0441697792207615,"6","MAP1LC3B"
"DENND2D",4.38530818502574e-06,0.81600631163017,0.277,0.153,0.060140116449443,"6","DENND2D"
"RASSF51",4.4078633365524e-06,0.701083097133312,0.297,0.176,0.0604494377974796,"6","RASSF5"
"MIEN11",4.72250376741955e-06,0.659652304602322,0.297,0.174,0.0647644166663917,"6","MIEN1"
"TRAPPC11",4.80349540351972e-06,0.653831450423933,0.561,0.443,0.0658751359638694,"6","TRAPPC1"
"CAPZB1",5.42914515653316e-06,0.413605021765459,0.671,0.553,0.0744552966766957,"6","CAPZB"
"ARPC51",5.70795642983286e-06,0.410538830670302,0.639,0.521,0.0782789144787279,"6","ARPC5"
"PSENEN1",5.77469856061115e-06,0.54590758363911,0.252,0.134,0.0791942160602213,"6","PSENEN"
"PAIP2",6.21763870222635e-06,0.512500644040969,0.439,0.31,0.0852686971623321,"6","PAIP2"
"SEPW1",6.56067522356341e-06,0.507744107195622,0.374,0.247,0.0899731000159486,"6","SEPW1"
"DDOST",7.1224304836138e-06,0.853581338949938,0.303,0.182,0.0976770116522797,"6","DDOST"
"HSP90AA12",7.9891380727135e-06,0.616918958665669,0.632,0.531,0.109563039529193,"6","HSP90AA1"
"WDR11",8.43584540033144e-06,0.743559465626504,0.381,0.255,0.115689183820145,"6","WDR1"
"C19orf10",9.04445438037764e-06,0.677507169564328,0.335,0.211,0.124035647372499,"6","C19orf10"
"RBM8A",1.04602829950577e-05,0.762305654996402,0.439,0.308,0.143452320994222,"6","RBM8A"
"DDIT41",1.05869739858063e-05,0.585886137524903,0.342,0.215,0.145189761241348,"6","DDIT4"
"RALY1",1.20434263075264e-05,0.442108832820085,0.342,0.22,0.165163548381417,"6","RALY"
"GHITM",1.33122953479285e-05,0.482846931829493,0.484,0.367,0.182564818401492,"6","GHITM"
"HMOX2",1.65141376844172e-05,0.735465902769079,0.29,0.177,0.226474884204097,"6","HMOX2"
"RNF2131",1.65659967089794e-05,0.594884340762632,0.342,0.22,0.227186078866943,"6","RNF213"
"CHCHD21",1.70428299647298e-05,0.349523187172705,0.768,0.71,0.233725370136305,"6","CHCHD2"
"PDIA6",2.08316512637616e-05,0.515953300393567,0.355,0.233,0.285685265431226,"6","PDIA6"
"P4HB1",2.24551593036369e-05,0.661354115832356,0.355,0.23,0.307950054690077,"6","P4HB"
"ZFAND61",2.54027493492755e-05,0.584994621693429,0.271,0.158,0.348373304575964,"6","ZFAND6"
"TMBIM61",2.57028320051547e-05,0.429896705570835,0.594,0.512,0.352488638118692,"6","TMBIM6"
"PIM12",2.77456751512778e-05,0.733195595903572,0.297,0.178,0.380504189024623,"6","PIM1"
"MSN2",2.91296192587465e-05,0.567619107254208,0.4,0.279,0.39948359851445,"6","MSN"
"CD471",2.97329464361116e-05,0.446272439921265,0.361,0.24,0.407757627424835,"6","CD47"
"DCTN31",2.99446168511582e-05,0.488628797046435,0.342,0.227,0.410660475496784,"6","DCTN3"
"STK17A3",3.16931087172762e-05,0.587085664104712,0.445,0.311,0.434639292948725,"6","STK17A"
"CNPY2",3.25274063157116e-05,0.59658216166926,0.284,0.172,0.446080850213668,"6","CNPY2"
"ATF6B",3.53975707870238e-05,0.550758095180294,0.252,0.143,0.485442285773244,"6","ATF6B"
"SELL2",3.60827020427213e-05,0.654074450575386,0.561,0.467,0.49483817581388,"6","SELL"
"NDUFB71",3.68799672351174e-05,0.684458308268703,0.387,0.281,0.5057718706624,"6","NDUFB7"
"CCDC121",4.00482259488305e-05,0.826511961479591,0.348,0.242,0.549221370662261,"6","CCDC12"
"MIR1421",4.04210842777819e-05,0.711576963098874,0.271,0.161,0.554334749785502,"6","MIR142"
"LSM1",4.15555849990863e-05,0.618251634730464,0.258,0.149,0.569893292677469,"6","LSM1"
"CFLAR",4.48382335517522e-05,0.527835939484944,0.303,0.191,0.61491153492873,"6","CFLAR"
"CDC42",4.55942328748919e-05,0.526345153708164,0.465,0.369,0.625279309646267,"6","CDC42"
"SPCS22",5.87075312234824e-05,0.503448675551981,0.4,0.299,0.805115083198838,"6","SPCS2"
"IMP3",6.00264258769618e-05,0.462388007882702,0.323,0.208,0.823202404476654,"6","IMP3"
"CHMP2A2",6.27190515683484e-05,0.653558584886882,0.368,0.258,0.86012907320833,"6","CHMP2A"
"TERF2IP2",6.74721355203452e-05,0.414739522238767,0.335,0.223,0.925312866526014,"6","TERF2IP"
"ACP11",6.82398670068325e-05,0.638400983395887,0.342,0.23,0.935841536131701,"6","ACP1"
"ENO11",6.83118029877103e-05,0.287562331408602,0.671,0.559,0.93682806617346,"6","ENO1"
"MAF1",6.84000324569243e-05,0.389727756899961,0.335,0.222,0.938038045114259,"6","MAF1"
"SUMO2",6.95175857698037e-05,0.390104083376284,0.677,0.594,0.953364171247087,"6","SUMO2"
"HMGN3",7.08939990862353e-05,0.547117687339259,0.342,0.232,0.972240303468631,"6","HMGN3"
"BAX1",7.31878979314351e-05,0.691611467890931,0.4,0.301,1,"6","BAX"
"PSMA5",7.58549361177903e-05,0.515216549168485,0.374,0.263,1,"6","PSMA5"
"EMC4",7.89327467650919e-05,0.536857973702195,0.31,0.204,1,"6","EMC4"
